t_sec,pack_num,marker,ch1,ch2,ch3,ch4
0.642128,16,0,0.17900965674871597,0.17185743202486436,0.3000622749427578,0.3355194148253443
0.642128,17,0,0.17900183661807847,0.17182238448816578,0.3000109195726566,0.3354776915673698
0.642128,18,0,0.17899444564095154,0.1718724047140118,0.3000485420304187,0.3354874667306667
0.643135,19,0,0.1789820955565911,0.17188375344018086,0.30006132126828977,0.3354851779119435
0.643135,20,0,0.17895215017829624,0.1718223368044424,0.2999892234785098,0.33543167677428937
0.643135,21,0,0.17893212301446848,0.17180784095252896,0.29991841314926165,0.33538923826046385
0.643135,22,0,0.17893426878202146,0.17183239807007966,0.2999469756995779,0.3353975352283353
0.643135,23,0,0.178923110790746,0.17181852210657045,0.299973249431171,0.33539581861429296
0.673179,24,0,0.17890928251096017,0.17178161490465926,0.2999229431029846,0.33535409535631844
0.673179,25,0,0.17889020902160038,0.17174246656774833,0.29984841344331126,0.33529592121377116
0.673179,26,0,0.17888663274234542,0.17176707136902244,0.2998626231928843,0.33529310787409056
0.673179,27,0,0.1788710878485172,0.1717859064397652,0.2998964309527745,0.33530793751206783
0.673179,28,0,0.1788541601267104,0.17174713957264148,0.299853992438949,0.33527994716643233
0.673179,29,0,0.17883713703745682,0.17170546399839037,0.2997754573465101,0.33522677981484195
0.673179,30,0,0.17883518200479742,0.1717133794964747,0.29978117939331805,0.3352113779721839
0.673179,31,0,0.17884333592149873,0.17173121320902607,0.29983377454022764,0.3352289255823949
0.702918,32,0,0.17883642178160583,0.17170126783073122,0.2998112201390597,0.33519921862271707
0.702918,33,0,0.17880771618011937,0.17165549145626777,0.29973168368842945,0.3351483877735733
0.702918,34,0,0.17880599956607698,0.17168405400658404,0.29972276683215376,0.335140710694106
0.702918,35,0,0.17881091098958712,0.17170489179370957,0.29977560039768036,0.3351626452068697
0.702918,36,0,0.17880132656118383,0.17167752133647832,0.29976878162523424,0.33515101037836026
0.702918,37,0,0.17876518229884705,0.17162273273829234,0.2996861934163064,0.3351006563664505
0.702918,38,0,0.17877080897820818,0.17163074360382347,0.29965658182407534,0.33508511147262227
0.702918,39,0,0.17876561145235764,0.17166602955913904,0.29970517153821935,0.3350959833615573
0.733036,40,0,0.1787617967544857,0.17165816174477813,0.2997148036503461,0.3350711878253896
0.733036,41,0,0.17873151759012706,0.1716202055009522,0.2996448993118425,0.33501701911560783
0.733036,42,0,0.17873843173001996,0.17160780773286832,0.29960799210993133,0.3349873598396534
0.733036,43,0,0.17872608164565953,0.17162416324999433,0.299654149954182,0.3350121076920977
0.733036,44,0,0.17872503260374473,0.1716107641237191,0.29968309397428544,0.3350281294231599
0.733036,45,0,0.1787022397839598,0.1715780054057437,0.2996256350875891,0.33499107917007853
0.733036,46,0,0.17868125894566406,0.17155950412106472,0.2995601176516383,0.3349521692517846
0.733036,47,0,0.17868521669470622,0.17158263072691343,0.29960036271418744,0.3349636133454005
0.777858,48,0,0.17868187883406825,0.1715930734623379,0.2996358394043966,0.3349694784433786
0.777858,49,0,0.17866156556790008,0.17155397280915036,0.29958314889004023,0.33494134504657297
0.777858,50,0,0.17864597299034848,0.17152717455659988,0.29951305381664306,0.3348957117232797
0.777858,51,0,0.17865403153960296,0.1715528760835122,0.2995432376135549,0.3348953302534925
0.777858,52,0,0.178652839446518,0.17156384333989405,0.2995882033647206,0.33491736013370305
0.777858,53,0,0.17863233544545623,0.1715342794313864,0.299552440572171,0.33489070493232276
0.777858,54,0,0.17861659981673442,0.1715007100901132,0.2994811534056888,0.3348414476460511
0.777858,55,0,0.17862227417981896,0.17151091440692068,0.2994979380763254,0.33483934956222156
0.792688,56,0,0.17863386132460501,0.17153952464096034,0.29956216805174446,0.3348670538055166
0.792688,57,0,0.1786271856033291,0.17152850970085506,0.29954686157653326,0.3348576601120069
0.792688,58,0,0.17859905220652342,0.17148135049841304,0.29946241370239285,0.33480611400701216
0.792688,59,0,0.17859104134099232,0.17148087366117903,0.2994498251994154,0.3347915704713753
0.792688,60,0,0.17858646370354597,0.17149765833181563,0.2995007990997294,0.33481336193296884
0.792688,61,0,0.17857006050269658,0.17148859842436975,0.29949736587164466,0.3347979600903108
0.792688,62,0,0.17856400466982483,0.17146284921373406,0.2994299887704812,0.33475251750191115
0.792688,63,0,0.17856948829801578,0.17146022660894708,0.29941368093707865,0.3347393091105295
0.837937,64,0,0.17856882072588817,0.17146890504660578,0.299467086707286,0.3347590024882935
0.837937,65,0,0.1785584733579105,0.17147024019086096,0.2994776724938807,0.33475728587425113
0.837937,66,0,0.17853568053812557,0.1714325700493754,0.29941215505792984,0.334716325555851
0.837937,67,0,0.17853100753323242,0.17141754967650458,0.2993733405070827,0.33469315126627885
0.837937,68,0,0.1785403058592953,0.1714407716498001,0.29942932119835364,0.3347188051094678
